date,ITUB4
2020-09-14,24.05
2020-09-11,23.63
2020-09-10,23.91
2020-09-09,24.43
2020-09-08,24.4
2020-09-04,24.96
2020-09-03,24.88
2020-09-02,24.29
2020-09-01,24.34
2020-08-31,23.55
2020-08-28,24.43
2020-08-27,24.18
2020-08-26,23.79
2020-08-25,24.3
2020-08-24,24.48
2020-08-21,24.08
2020-08-20,24.12
2020-08-19,24.12
2020-08-18,24.24
2020-08-17,24.1401
2020-08-14,24.73
2020-08-13,24.5
2020-08-12,25.22
2020-08-11,25.51
2020-08-10,25.81
2020-08-07,25.48
2020-08-06,26.03
2020-08-05,25.67
2020-08-04,25.69
2020-08-03,27.28
2020-07-31,26.8901
2020-07-30,27.81
2020-07-29,28.29
2020-07-28,27.64
2020-07-27,27.8
2020-07-24,26.47
2020-07-23,26.5
2020-07-22,27.07
2020-07-21,27.78
2020-07-20,27.3
2020-07-17,27.2201
2020-07-16,26.98
2020-07-15,27.4401
2020-07-14,27.25
2020-07-13,26.8
2020-07-10,27.2
2020-07-09,26.95
2020-07-08,26.94
2020-07-07,26.37
2020-07-06,27.73
2020-07-03,26.5
2020-07-02,26.55
2020-07-01,26.1
2020-06-30,25.45
2020-06-29,26.48
2020-06-26,25.71
2020-06-25,26.15
2020-06-24,25.84
2020-06-23,26.86
2020-06-22,27.2201
2020-06-19,28.09
2020-06-18,27.5501
2020-06-17,26.51
2020-06-16,26.18
2020-06-15,25.45
2020-06-12,26.06
2020-06-10,26.59
2020-06-09,27.8
2020-06-08,28.36
2020-06-05,27.26
2020-06-04,26.6701
2020-06-03,25.92
2020-06-02,25.25
2020-06-01,23.66
2020-05-29,23.0401
2020-05-28,23.31
2020-05-27,23.73
2020-05-26,23.01
2020-05-25,23.96
2020-05-22,22.96
2020-05-21,22.84
2020-05-20,21.6
2020-05-19,21.69
2020-05-18,22.67
2020-05-15,21.63
2020-05-14,22.55
2020-05-13,21.6
2020-05-12,21.6101
2020-05-11,22.3801
2020-05-08,22.32
2020-05-07,21.44
2020-05-06,22.24
2020-05-05,22.7
2020-05-04,21.89
2020-04-30,22.77
2020-04-29,23.66
2020-04-28,23.35
2020-04-27,21.57
2020-04-24,20.88
2020-04-23,22.0501
2020-04-22,22.37
2020-04-20,22.64
2020-04-17,23.22
2020-04-16,22.81
2020-04-15,23.4
2020-04-14,24.3
2020-04-13,24.0
2020-04-09,23.5
2020-04-08,24.18
2020-04-07,23.0
2020-04-06,22.18
2020-04-03,20.66
2020-04-02,21.5001
2020-04-01,21.4
2020-03-31,23.09
2020-03-30,24.11
2020-03-27,22.97
2020-03-26,24.2501
2020-03-25,23.6
2020-03-24,22.5
2020-03-23,20.52
2020-03-20,22.0501
2020-03-19,22.85
2020-03-18,23.45
2020-03-17,25.2
2020-03-16,23.8
2020-03-13,26.21
2020-03-12,23.6
2020-03-11,26.17
2020-03-10,28.49
2020-03-09,27.8
2020-03-06,29.87
2020-03-05,30.5201
2020-03-04,31.6
2020-03-03,31.3
2020-03-02,31.88
2020-02-28,32.0
2020-02-27,31.0701
2020-02-26,31.05
2020-02-21,32.68
2020-02-20,34.0
2020-02-19,34.12
2020-02-18,33.64
2020-02-17,33.5
2020-02-14,33.81
2020-02-13,34.39
2020-02-12,34.93
2020-02-11,35.07
2020-02-10,34.28
2020-02-07,33.7101
2020-02-06,33.28
2020-02-05,33.36
2020-02-04,33.1601
2020-02-03,32.9
2020-01-31,32.82
2020-01-30,33.45
2020-01-29,32.97
2020-01-28,33.4901
2020-01-27,33.5
2020-01-24,34.24
2020-01-23,34.5
2020-01-22,33.7
2020-01-21,33.5
2020-01-20,34.23
2020-01-17,34.94
2020-01-16,34.7001
2020-01-15,34.63
2020-01-14,35.06
2020-01-13,35.06
2020-01-10,34.6
2020-01-09,34.91
2020-01-08,35.62
2020-01-07,36.21
2020-01-06,37.07
2020-01-03,37.63
2020-01-02,38.03
2019-12-30,37.1
2019-12-27,37.3
2019-12-26,37.4
2019-12-23,36.84
2019-12-20,36.5
2019-12-19,36.66
2019-12-18,36.48
2019-12-17,36.0201
2019-12-16,35.48
2019-12-13,36.31
2019-12-12,35.59
2019-12-11,35.6
2019-12-10,36.0201
2019-12-09,36.55
2019-12-06,35.85
2019-12-05,36.51
2019-12-04,36.56
2019-12-03,35.29
2019-12-02,35.28
2019-11-29,34.8
2019-11-28,34.6
2019-11-27,34.7001
2019-11-26,34.5
2019-11-25,35.22
2019-11-22,35.73
2019-11-21,35.49
2019-11-19,35.13
2019-11-18,35.52
2019-11-14,35.68
2019-11-13,35.45
2019-11-12,35.81
2019-11-11,36.43
2019-11-08,36.27
2019-11-07,36.82
2019-11-06,36.6
2019-11-05,37.1
2019-11-04,36.47
2019-11-01,36.3501
2019-10-31,36.23
2019-10-30,36.87
2019-10-29,36.64
2019-10-28,37.3
2019-10-25,36.8
2019-10-24,36.56
2019-10-23,36.39
2019-10-22,35.88
2019-10-21,34.8
2019-10-18,34.24
2019-10-17,34.65
2019-10-16,34.86
2019-10-15,34.3701
2019-10-14,34.45
2019-10-11,33.88
2019-10-10,33.45
2019-10-09,33.21
2019-10-08,32.69
2019-10-07,32.8301
2019-10-04,33.45
2019-10-03,33.29
2019-10-02,33.28
2019-10-01,34.22
2019-09-30,35.0301
2019-09-27,35.53
2019-09-26,35.68
2019-09-25,34.68
2019-09-24,34.28
2019-09-23,34.64
2019-09-20,34.75
2019-09-19,34.66
2019-09-18,35.2501
2019-09-17,35.3601
2019-09-16,35.23
2019-09-13,35.87
2019-09-12,35.39
2019-09-11,35.17
2019-09-10,35.33
2019-09-09,36.03
2019-09-06,35.17
2019-09-05,34.03
2019-09-04,33.09
2019-09-03,32.86
2019-09-02,33.5
2019-08-30,33.94
2019-08-29,34.09
2019-08-28,33.91
2019-08-27,33.53
2019-08-26,33.14
2019-08-23,33.15
2019-08-22,33.54
2019-08-21,34.08
2019-08-20,33.8201
2019-08-19,34.2
2019-08-16,34.35
2019-08-15,35.0
2019-08-14,35.1
2019-08-13,35.89
2019-08-12,35.2
2019-08-09,36.72
2019-08-08,37.0
2019-08-07,36.8
2019-08-06,35.49
2019-08-05,34.45
2019-08-02,34.93
2019-08-01,34.88
2019-07-31,34.82
2019-07-30,35.77
2019-07-29,37.0
2019-07-26,36.85
2019-07-25,36.2
2019-07-24,37.35
2019-07-23,37.38
2019-07-22,37.02
2019-07-19,36.4
2019-07-18,37.37
2019-07-17,36.4
2019-07-16,36.5
2019-07-15,36.36
2019-07-12,36.4601
2019-07-11,37.15
2019-07-10,37.2
2019-07-08,37.3
2019-07-05,37.4
2019-07-04,36.99
2019-07-03,36.5701
2019-07-02,35.95
2019-07-01,36.08
2019-06-28,36.26
2019-06-27,36.25
2019-06-26,36.5
2019-06-25,35.65
2019-06-24,36.1
2019-06-21,36.18
2019-06-19,35.38
2019-06-18,34.83
2019-06-17,33.95
2019-06-14,33.99
2019-06-13,33.98
2019-06-12,34.6
2019-06-11,34.8
2019-06-10,34.63
2019-06-07,35.07
2019-06-06,34.7001
2019-06-05,34.34
2019-06-04,35.02
2019-06-03,35.08
2019-05-31,35.0
2019-05-30,35.08
2019-05-29,34.72
2019-05-28,34.08
2019-05-27,33.15
2019-05-24,33.03
2019-05-23,33.53
2019-05-22,33.6001
2019-05-21,33.57
2019-05-20,32.32
2019-05-17,31.5
2019-05-16,31.44
2019-05-15,31.85
2019-05-14,31.75
2019-05-13,31.9
2019-05-10,32.41
2019-05-09,32.56
2019-05-08,32.97
2019-05-07,32.6
2019-05-06,32.97
2019-05-03,33.7101
2019-05-02,34.0401
2019-04-30,33.83
2019-04-29,33.53
2019-04-26,33.8
2019-04-25,33.72
2019-04-24,33.21
2019-04-23,33.1601
2019-04-22,32.74
2019-04-18,32.8301
2019-04-17,32.3901
2019-04-16,32.9
2019-04-15,32.93
2019-04-12,32.95
2019-04-11,33.3
2019-04-10,34.09
2019-04-09,34.1501
2019-04-08,34.34
2019-04-05,34.55
2019-04-04,33.8201
2019-04-03,33.32
2019-04-02,33.62
2019-04-01,34.16
2019-03-29,34.43
2019-03-28,34.1
2019-03-27,32.8
2019-03-26,33.95
2019-03-25,33.6001
2019-03-22,33.55
2019-03-21,34.57
2019-03-20,35.19
2019-03-19,36.0
2019-03-18,36.86
2019-03-15,36.8
2019-03-14,36.81
2019-03-13,37.4
2019-03-12,37.0
2019-03-11,36.92
2019-03-08,35.75
2019-03-07,35.33
2019-03-06,34.85
2019-03-01,34.84
2019-02-28,35.23
2019-02-27,35.9101
2019-02-26,36.23
2019-02-25,36.1
2019-02-22,36.66
2019-02-21,37.95
2019-02-20,37.27
2019-02-19,37.75
2019-02-18,36.9001
2019-02-15,37.5
2019-02-14,37.8901
2019-02-13,36.91
2019-02-12,37.77
2019-02-11,36.89
2019-02-08,37.31
2019-02-07,36.53
2019-02-06,36.4
2019-02-05,38.0001
2019-02-04,39.69
2019-02-01,38.81
2019-01-31,38.78
2019-01-30,38.12
2019-01-29,37.88
2019-01-28,38.16
2019-01-24,37.49
2019-01-23,37.54
2019-01-22,37.29
2019-01-21,37.35
2019-01-18,37.66
2019-01-17,37.18
2019-01-16,37.18
2019-01-15,37.29
2019-01-14,37.88
2019-01-11,37.6
2019-01-10,37.83
2019-01-09,38.09
2019-01-08,37.52
2019-01-07,37.05
2019-01-04,36.98
2019-01-03,37.61
2019-01-02,37.0
2018-12-28,35.5
2018-12-27,34.3
2018-12-26,33.73
2018-12-21,34.4801
2018-12-20,34.64
2018-12-19,34.65
2018-12-18,35.12
2018-12-17,34.57
2018-12-14,35.52
2018-12-13,35.78
2018-12-12,35.16
2018-12-11,34.9201
2018-12-10,34.61
2018-12-07,35.56
2018-12-06,35.85
2018-12-05,35.53
2018-12-04,35.51
2018-12-03,35.55
2018-11-30,36.0201
2018-11-29,36.3501
2018-11-28,36.03
2018-11-27,35.15
2018-11-26,34.0
2018-11-23,34.57
2018-11-22,34.61
2018-11-21,34.69
2018-11-19,52.72
2018-11-16,52.7501
2018-11-14,51.17
2018-11-13,50.7301
2018-11-12,50.92
2018-11-09,50.7801
2018-11-08,50.15
2018-11-07,50.85
2018-11-06,50.8001
2018-11-05,50.48
2018-11-01,49.9401
2018-10-31,49.2501
2018-10-30,49.49
2018-10-29,48.08
2018-10-26,48.9799
2018-10-25,48.08
2018-10-24,47.5301
2018-10-23,48.8001
2018-10-22,48.63
2018-10-19,47.9301
2018-10-18,47.98
2018-10-17,49.4501
2018-10-16,49.9699
2018-10-15,48.05
2018-10-11,47.5001
2018-10-10,48.07
2018-10-09,49.7901
2018-10-08,50.05
2018-10-05,47.2401
2018-10-04,47.4001
2018-10-03,47.3501
2018-10-02,45.3
2018-10-01,43.6201
2018-09-28,44.1301
2018-09-27,44.5101
2018-09-26,43.32
2018-09-25,42.8501
2018-09-24,42.7501
2018-09-21,43.8401
2018-09-20,43.1101
2018-09-19,43.3901
2018-09-18,43.0901
2018-09-17,43.13
2018-09-14,42.13
2018-09-13,41.4
2018-09-12,41.6301
2018-09-11,41.51
2018-09-10,42.99
2018-09-06,42.6
2018-09-05,41.55
2018-09-04,41.3101
2018-09-03,41.67
2018-08-31,42.27
2018-08-30,41.7
2018-08-29,43.4101
2018-08-28,42.7
2018-08-27,43.0
2018-08-24,41.6199
2018-08-23,41.3101
2018-08-22,42.9801
2018-08-21,41.98
2018-08-20,42.5301
2018-08-17,42.9801
2018-08-16,44.11
2018-08-15,44.1701
2018-08-14,44.47
2018-08-13,43.5701
2018-08-10,43.23
2018-08-09,44.8601
2018-08-08,45.1
2018-08-07,46.1801
2018-08-06,46.46
2018-08-03,46.7999
2018-08-02,45.71
2018-08-01,45.5501
2018-07-31,45.0
2018-07-30,46.9701
2018-07-27,46.3
2018-07-26,46.0501
2018-07-25,46.79
2018-07-24,45.36
2018-07-23,45.3901
2018-07-20,46.2801
2018-07-19,45.0
2018-07-18,44.3599
2018-07-17,44.9301
2018-07-16,44.1001
2018-07-13,44.2599
2018-07-12,43.16
2018-07-11,42.36
2018-07-10,42.1901
2018-07-06,42.08
2018-07-05,41.7
2018-07-04,41.9701
2018-07-03,41.3001
2018-07-02,40.35
2018-06-29,40.3401
2018-06-28,39.6501
2018-06-27,38.58
2018-06-26,39.29
2018-06-25,39.42
2018-06-22,39.34
2018-06-21,39.04
2018-06-20,40.1101
2018-06-19,39.3801
2018-06-18,37.6801
2018-06-15,38.4601
2018-06-14,38.0899
2018-06-13,39.49
2018-06-12,39.8801
2018-06-11,39.96
2018-06-08,41.15
2018-06-07,41.05
2018-06-06,42.2799
2018-06-05,43.38
2018-06-04,44.77
2018-06-01,43.82
2018-05-30,42.9801
2018-05-29,42.9
2018-05-28,43.05
2018-05-25,44.95
2018-05-24,45.3499
2018-05-23,44.7601
2018-05-22,45.6201
2018-05-21,44.54
2018-05-18,45.1601
2018-05-17,45.4799
2018-05-16,47.9899
2018-05-15,47.1701
2018-05-14,47.3501
2018-05-11,48.07
2018-05-10,48.8501
2018-05-09,47.55
2018-05-08,47.4001
2018-05-07,47.2501
2018-05-04,47.18
2018-05-03,47.74
2018-05-02,48.7001
2018-04-30,51.0101
2018-04-27,51.5
2018-04-26,51.6
2018-04-25,50.4299
2018-04-24,50.7301
2018-04-23,50.9801
2018-04-20,50.89
2018-04-19,51.0001
2018-04-18,51.48
2018-04-17,50.52
2018-04-16,49.7
2018-04-13,50.4401
2018-04-12,51.6401
2018-04-11,51.1899
2018-04-10,50.36
2018-04-09,50.1101
2018-04-06,51.25
2018-04-05,51.0001
2018-04-04,50.9001
2018-04-03,50.5701
2018-04-02,51.05
2018-03-29,51.3101
2018-03-28,50.6299
2018-03-27,50.1701
2018-03-26,50.7801
2018-03-23,50.16
2018-03-22,49.92
2018-03-21,50.08
2018-03-20,50.28
2018-03-19,50.1201
2018-03-16,51.22
2018-03-15,51.4301
2018-03-14,51.1899
2018-03-13,52.36
2018-03-12,52.79
2018-03-09,52.2001
2018-03-08,51.4901
2018-03-07,51.8499
2018-03-06,51.9201
2018-03-05,52.11
2018-03-02,51.38
2018-03-01,51.1101
2018-02-28,50.38
2018-02-27,52.1501
2018-02-26,52.9399
2018-02-23,53.0
2018-02-22,52.64
2018-02-21,52.3501
2018-02-20,51.6701
2018-02-19,50.4299
2018-02-16,50.8301
2018-02-15,52.67
2018-02-14,52.6601
2018-02-09,50.48
2018-02-08,50.3501
2018-02-07,50.6001
2018-02-06,51.83
2018-02-05,50.03
2018-02-02,51.8499
2018-02-01,52.5099
2018-01-31,52.26
2018-01-30,51.4901
2018-01-29,51.6901
2018-01-26,52.9
2018-01-25,50.3701
2018-01-24,50.3701
2018-01-23,48.05
2018-01-22,48.2301
2018-01-19,47.06
2018-01-18,46.68
2018-01-17,46.79
2018-01-16,46.0301
2018-01-15,45.61
2018-01-12,45.33
2018-01-11,45.3701
2018-01-10,44.44
2018-01-09,44.5899
2018-01-08,45.08
2018-01-05,45.23
2018-01-04,45.1
2018-01-03,44.1801
2018-01-02,43.88
2017-12-29,42.5801
2017-12-28,42.5801
2017-12-27,42.47
2017-12-26,42.7
2017-12-25,42.5301
2017-12-22,42.5301
2017-12-21,42.7301
2017-12-20,41.0001
2017-12-19,40.85
2017-12-18,41.0801
2017-12-15,41.09
2017-12-14,41.09
2017-12-13,41.75
2017-12-12,42.7
2017-12-11,42.36
2017-12-08,42.2501
2017-12-07,41.8901
2017-12-06,42.03
2017-12-05,41.5901
2017-12-04,41.84
2017-12-01,41.2301
2017-11-30,41.27
2017-11-29,41.88
2017-11-28,42.7601
2017-11-27,42.69
2017-11-24,42.4301
2017-11-23,42.83
2017-11-22,42.9601
2017-11-21,43.38
2017-11-20,42.5301
2017-11-17,42.5301
2017-11-16,41.9499
2017-11-15,40.92
2017-11-14,40.92
2017-11-13,41.7199
2017-11-10,41.51
2017-11-09,41.45
2017-11-08,42.6
2017-11-07,41.1001
2017-11-06,41.91
2017-11-03,41.91
2017-11-02,41.3301
2017-11-01,41.3301
2017-10-31,42.0499
2017-10-30,43.1101
2017-10-27,43.6701
2017-10-26,43.9401
2017-10-25,44.21
2017-10-24,43.91
2017-10-23,43.59
2017-10-20,44.0001
2017-10-19,44.09
2017-10-18,44.4101
2017-10-17,44.3301
2017-10-16,44.4001
2017-10-13,44.6301
2017-10-12,45.0
2017-10-11,45.0
2017-10-10,45.11
2017-10-09,44.15
2017-10-06,44.68
2017-10-05,45.21
2017-10-04,44.5001
2017-10-03,44.9
2017-10-02,43.4101
2017-09-29,43.35
2017-09-28,42.9801
2017-09-27,43.2101
2017-09-26,43.1801
2017-09-25,43.1
2017-09-22,43.53
2017-09-21,43.38
2017-09-20,43.32
2017-09-19,43.78
2017-09-18,43.9401
2017-09-15,43.63
2017-09-14,42.83
2017-09-13,42.93
2017-09-12,42.6301
2017-09-11,42.7501
2017-09-08,42.04
2017-09-07,42.0901
2017-09-06,42.0901
2017-09-05,40.99
2017-09-04,40.9701
2017-09-01,41.18
2017-08-31,40.35
2017-08-30,40.8701
2017-08-29,41.09
2017-08-28,40.72
2017-08-25,41.0801
2017-08-24,41.2001
2017-08-23,40.8599
2017-08-22,40.4201
2017-08-21,39.5801
2017-08-18,39.8699
2017-08-17,39.49
2017-08-16,39.8101
2017-08-15,39.73
2017-08-14,39.96
2017-08-11,39.2501
2017-08-10,39.0501
2017-08-09,39.5501
2017-08-08,39.8
2017-08-07,39.3201
2017-08-04,38.71
2017-08-03,38.81
2017-08-02,38.9001
2017-08-01,38.5
2017-07-31,37.32
2017-07-28,37.0999
2017-07-27,36.96
2017-07-26,36.9201
2017-07-25,37.09
2017-07-24,36.9999
2017-07-21,36.7699
2017-07-20,36.76
2017-07-19,36.72
2017-07-18,37.26
2017-07-17,37.22
2017-07-14,37.5801
2017-07-13,37.5001
2017-07-12,37.4001
2017-07-11,36.9999
2017-07-10,36.45
2017-07-07,36.1601
2017-07-06,36.5101
2017-07-05,37.03
2017-07-04,36.93
2017-07-03,37.08
2017-06-30,36.75
2017-06-29,36.5101
2017-06-28,36.1501
2017-06-27,36.1601
2017-06-26,36.4901
2017-06-23,35.4901
2017-06-22,35.61
2017-06-21,35.5799
2017-06-20,35.54
2017-06-19,36.3399
2017-06-16,36.1501
2017-06-15,36.4101
2017-06-14,36.4101
2017-06-13,36.09
2017-06-12,35.6501
2017-06-09,35.6501
2017-06-08,36.22
2017-06-07,36.6
2017-06-06,36.0099
2017-06-05,35.44
2017-06-02,35.48
2017-06-01,35.13
2017-05-31,35.5501
2017-05-30,35.9301
2017-05-29,36.0
2017-05-26,36.0
2017-05-25,35.05
2017-05-24,35.7201
2017-05-23,35.43
2017-05-22,34.88
2017-05-19,35.5799
2017-05-18,34.68
2017-05-17,39.4301
2017-05-16,40.25
2017-05-15,40.2999
2017-05-12,40.13
2017-05-11,39.75
2017-05-10,39.0799
2017-05-09,38.8901
2017-05-08,38.7901
2017-05-05,38.7
2017-05-04,38.1
2017-05-03,39.39
2017-05-02,40.05
2017-04-28,39.26
2017-04-27,39.01
2017-04-26,38.7901
2017-04-25,38.7201
2017-04-24,38.4701
2017-04-20,37.74
2017-04-19,38.3
2017-04-18,38.64
2017-04-17,38.78
2017-04-13,37.1201
2017-04-12,37.8101
2017-04-11,37.8601
2017-04-10,37.9301
2017-04-07,38.0001
2017-04-06,37.71
2017-04-05,38.0101
2017-04-04,38.7201
2017-04-03,38.5201
2017-03-31,37.9001
2017-03-30,38.54
2017-03-29,39.0001
2017-03-28,38.43
2017-03-27,38.5601
2017-03-24,38.28
2017-03-23,37.87
2017-03-22,38.08
2017-03-21,37.77
2017-03-20,38.6
2017-03-17,38.18
2017-03-16,39.3099
2017-03-15,39.82
2017-03-14,39.44
2017-03-13,39.83
2017-03-10,39.1201
2017-03-09,39.1001
2017-03-08,38.9799
2017-03-07,39.4301
2017-03-06,40.1
2017-03-03,40.26
2017-03-02,39.5399
2017-03-01,39.95
2017-02-24,40.03
2017-02-23,40.35
2017-02-22,40.9701
2017-02-21,40.85
2017-02-20,41.04
2017-02-17,40.85
2017-02-16,40.8701
2017-02-15,41.68
2017-02-14,40.0
2017-02-13,39.8699
2017-02-10,40.06
2017-02-09,39.93
2017-02-08,39.75
2017-02-07,38.7499
2017-02-06,38.0101
2017-02-03,38.2901
2017-02-02,37.51
2017-02-01,37.62
2017-01-31,37.2401
2017-01-30,37.2401
2017-01-27,38.05
2017-01-26,38.25
2017-01-24,37.74
2017-01-23,37.8301
2017-01-20,36.6
2017-01-19,36.4901
2017-01-18,36.6901
2017-01-17,36.98
2017-01-16,36.0099
2017-01-13,35.9801
2017-01-12,36.73
2017-01-11,35.8201
2017-01-10,35.7501
2017-01-09,35.87
2017-01-06,35.7001
2017-01-05,35.5799
2017-01-04,35.1
2017-01-03,34.95
2017-01-02,33.53
2016-12-29,33.8501
2016-12-28,33.48
2016-12-27,32.7099
2016-12-26,32.7301
2016-12-23,32.47
2016-12-22,32.0499
2016-12-21,31.7901
2016-12-20,31.8
2016-12-19,31.01
2016-12-16,31.8701
2016-12-15,32.4501
2016-12-14,32.5801
2016-12-13,32.6501
2016-12-12,32.5001
2016-12-09,33.9001
2016-12-08,33.7999
2016-12-07,34.0001
2016-12-06,34.2701
2016-12-05,33.8201
2016-12-02,33.9401
2016-12-01,33.7999
2016-11-30,35.4201
2016-11-29,34.74
2016-11-28,35.6001
2016-11-25,34.8601
2016-11-24,35.1
2016-11-23,35.4701
2016-11-22,35.8001
2016-11-21,35.6799
2016-11-18,35.3901
2016-11-17,35.0601
2016-11-16,36.14
2016-11-14,34.44
2016-11-11,34.65
2016-11-10,35.1
2016-11-09,36.9401
2016-11-08,38.1601
2016-11-07,38.07
2016-11-04,36.75
2016-11-03,36.45
2016-11-01,37.2501
2016-10-31,38.4
2016-10-28,37.11
2016-10-27,36.8
2016-10-26,36.0301
2016-10-25,35.81
2016-10-24,36.0
2016-10-21,36.3101
2016-10-20,36.37
2016-10-19,36.2601
2016-10-18,36.86
2016-10-17,39.9901
2016-10-14,39.13
2016-10-13,38.4
2016-10-11,37.97
2016-10-10,38.1
2016-10-07,38.05
2016-10-06,37.6999
2016-10-05,37.39
2016-10-04,36.6702
2016-10-03,36.3501
2016-09-30,35.5199
2016-09-29,35.5901
2016-09-28,36.52
2016-09-27,36.2601
2016-09-26,35.8501
2016-09-23,36.1299
2016-09-22,36.22
2016-09-21,35.6501
2016-09-20,35.31
2016-09-19,35.2301
2016-09-16,34.98
2016-09-15,35.79
2016-09-14,35.0301
2016-09-13,35.0
2016-09-12,35.71
2016-09-09,35.2502
2016-09-08,36.6399
2016-09-06,37.0801
2016-09-05,36.73
2016-09-02,36.72
2016-09-01,36.19
2016-08-31,35.8501
2016-08-30,36.6
2016-08-29,36.3601
2016-08-26,35.73
2016-08-25,35.3
2016-08-24,35.41
2016-08-23,35.5799
2016-08-22,35.64
2016-08-19,36.3399
2016-08-18,36.5801
2016-08-17,36.65
2016-08-16,36.17
2016-08-15,36.32
2016-08-12,35.9402
2016-08-11,35.67
2016-08-10,34.78
2016-08-09,35.07
2016-08-08,35.0
2016-08-05,35.2301
2016-08-04,35.44
2016-08-03,35.24
2016-08-02,33.83
2016-08-01,33.43
2016-07-29,33.79
2016-07-28,33.1801
2016-07-27,33.55
2016-07-26,33.42
2016-07-25,33.85
2016-07-22,34.11
2016-07-21,33.9001
2016-07-20,34.3599
2016-07-19,33.83
2016-07-18,34.0299
2016-07-15,33.46
2016-07-14,33.5701
2016-07-13,32.6402
2016-07-12,31.98
2016-07-11,32.2501
2016-07-08,31.94
2016-07-07,31.1001
2016-07-06,30.79
2016-07-05,30.6701
2016-07-04,30.89
2016-07-01,30.91
2016-06-30,30.2999
2016-06-29,29.6099
2016-06-28,28.96
2016-06-27,27.98
2016-06-24,28.9499
2016-06-23,30.0
2016-06-22,28.88
2016-06-21,29.39
2016-06-20,29.3999
2016-06-17,28.9201
2016-06-16,28.9902
2016-06-15,28.4701
2016-06-14,28.61
2016-06-13,29.0301
2016-06-10,28.9001
2016-06-09,30.46
2016-06-08,30.53
2016-06-07,30.0702
2016-06-06,29.59
2016-06-03,29.8801
2016-06-02,29.9099
2016-06-01,29.47
2016-05-31,29.0501
2016-05-30,29.7
2016-05-27,29.7099
2016-05-25,30.0099
2016-05-24,30.1501
2016-05-23,30.18
2016-05-20,30.0801
2016-05-19,30.4701
2016-05-18,30.7299
2016-05-17,30.26
2016-05-16,30.92
2016-05-13,31.4001
2016-05-12,32.6301
2016-05-11,32.3102
2016-05-10,32.51
2016-05-09,30.59
2016-05-06,30.3999
2016-05-05,30.39
2016-05-04,30.8499
2016-05-03,30.1101
2016-05-02,31.9499
2016-04-29,32.87
2016-04-28,33.3702
2016-04-27,33.5999
2016-04-26,32.49
2016-04-25,31.4001
2016-04-22,31.68
2016-04-20,32.27
2016-04-19,32.8801
2016-04-18,32.7
2016-04-15,32.9402
2016-04-14,32.7301
2016-04-13,33.7101
2016-04-12,33.3
2016-04-11,31.8601
2016-04-08,31.7001
2016-04-07,29.8201
2016-04-06,29.4999
2016-04-05,30.3701
2016-04-04,30.3101
2016-04-01,31.4101
2016-03-31,31.2101
2016-03-30,32.1301
2016-03-29,31.9499
2016-03-28,31.7601
2016-03-24,30.99
2016-03-23,31.32
2016-03-22,32.3501
2016-03-21,33.2
2016-03-18,33.1901
2016-03-17,33.1
2016-03-16,29.8401
2016-03-15,30.75
2016-03-14,32.18
2016-03-11,32.3301
2016-03-10,32.0601
2016-03-09,30.8499
2016-03-08,31.91
2016-03-07,31.2101
2016-03-04,31.35
2016-03-03,29.89
2016-03-02,27.1999
2016-03-01,26.5801
2016-02-29,25.4001
2016-02-26,24.7001
2016-02-25,24.7001
2016-02-24,24.68
2016-02-23,24.8901
2016-02-22,25.25
2016-02-19,24.2701
2016-02-18,24.6401
2016-02-17,25.15
2016-02-16,24.88
2016-02-15,24.29
2016-02-12,24.3701
2016-02-11,24.18
2016-02-10,24.92
2016-02-05,24.8001
2016-02-04,24.5601
2016-02-03,24.21
2016-02-02,23.6401
2016-02-01,25.4701
2016-01-29,24.9502
2016-01-28,23.8401
2016-01-27,23.68
2016-01-26,23.5899
2016-01-22,23.3401
2016-01-21,23.12
2016-01-20,23.07
2016-01-19,23.4002
2016-01-18,23.6401
2016-01-15,23.9201
2016-01-14,24.5601
2016-01-13,24.21
2016-01-12,24.59
2016-01-11,24.4801
2016-01-08,24.77
2016-01-07,24.7601
2016-01-06,25.2399
2016-01-05,25.3399
2016-01-04,25.1301
2015-12-30,26.33
2015-12-29,26.4201
2015-12-28,26.4002
2015-12-23,26.5
2015-12-22,26.6
2015-12-21,26.43
2015-12-18,26.9302
2015-12-17,28.5901
2015-12-16,28.1101
2015-12-15,28.3
2015-12-14,28.12
2015-12-11,28.8001
2015-12-10,28.8001
2015-12-09,29.1501
2015-12-08,27.65
2015-12-07,27.9701
2015-12-04,28.18
2015-12-03,28.8201
2015-12-02,27.0999
2015-12-01,27.9902
2015-11-30,27.79
2015-11-27,27.5701
2015-11-26,28.3199
2015-11-25,27.91
2015-11-24,29.3501
2015-11-23,29.3102
2015-11-19,29.3201
2015-11-18,28.5401
2015-11-17,28.61
2015-11-16,28.41
2015-11-13,27.6299
2015-11-12,28.4199
2015-11-11,28.34
2015-11-10,27.59
2015-11-09,27.4199
2015-11-06,28.14
2015-11-05,28.57
2015-11-04,28.2301
2015-11-03,28.1601
2015-10-30,26.47
2015-10-29,26.0
2015-10-28,26.73
2015-10-27,26.55
2015-10-26,26.7
2015-10-23,27.0999
2015-10-22,27.28
2015-10-21,26.7201
2015-10-20,26.9201
2015-10-19,27.4801
2015-10-16,26.8401
2015-10-15,27.2501
2015-10-14,27.71
2015-10-13,27.9701
2015-10-09,29.5501
2015-10-08,29.7501
2015-10-07,29.6402
