date,ABEV3
2020-09-11,12.04
2020-09-10,12.31
2020-09-09,12.35
2020-09-08,12.35
2020-09-04,12.6
2020-09-03,12.6
2020-09-02,12.76
2020-09-01,12.65
2020-08-31,12.31
2020-08-28,12.75
2020-08-27,12.68
2020-08-26,12.7
2020-08-25,12.75
2020-08-24,12.86
2020-08-21,12.97
2020-08-20,12.88
2020-08-19,12.85
2020-08-18,13.08
2020-08-17,12.85
2020-08-14,13.26
2020-08-13,13.21
2020-08-12,13.48
2020-08-11,13.41
2020-08-10,13.24
2020-08-07,13.31
2020-08-06,13.26
2020-08-05,13.18
2020-08-04,13.4
2020-08-03,13.71
2020-07-31,13.9
2020-07-30,14.55
2020-07-29,15.15
2020-07-28,15.09
2020-07-27,15.28
2020-07-24,14.93
2020-07-23,14.4
2020-07-22,14.71
2020-07-21,14.68
2020-07-20,14.12
2020-07-17,14.16
2020-07-16,14.05
2020-07-15,14.29
2020-07-14,13.91
2020-07-13,14.0
2020-07-10,14.85
2020-07-09,14.64
2020-07-08,14.71
2020-07-07,14.45
2020-07-06,14.36
2020-07-03,14.14
2020-07-02,14.17
2020-07-01,14.36
2020-06-30,14.14
2020-06-29,14.26
2020-06-26,13.95
2020-06-25,14.18
2020-06-24,13.68
2020-06-23,13.93
2020-06-22,14.11
2020-06-19,13.84
2020-06-18,13.68
2020-06-17,13.77
2020-06-16,13.26
2020-06-15,13.43
2020-06-12,13.57
2020-06-10,13.96
2020-06-09,14.32
2020-06-08,14.6
2020-06-05,14.05
2020-06-04,13.38
2020-06-03,13.25
2020-06-02,12.97
2020-06-01,12.6
2020-05-29,12.48
2020-05-28,12.82
2020-05-27,13.38
2020-05-26,12.53
2020-05-25,12.27
2020-05-22,11.74
2020-05-21,11.88
2020-05-20,12.14
2020-05-19,11.94
2020-05-18,12.1
2020-05-15,11.64
2020-05-14,11.74
2020-05-13,11.26
2020-05-12,11.72
2020-05-11,11.94
2020-05-08,12.04
2020-05-07,11.54
2020-05-06,11.83
2020-05-05,11.94
2020-05-04,11.76
2020-04-30,11.34
2020-04-29,11.67
2020-04-28,11.7
2020-04-27,11.61
2020-04-24,11.11
2020-04-23,11.55
2020-04-22,11.62
2020-04-20,11.61
2020-04-17,11.6
2020-04-16,11.45
2020-04-15,11.91
2020-04-14,12.09
2020-04-13,12.1
2020-04-09,12.1
2020-04-08,12.31
2020-04-07,12.41
2020-04-06,11.86
2020-04-03,11.39
2020-04-02,11.99
2020-04-01,11.69
2020-03-31,11.92
2020-03-30,12.55
2020-03-27,12.49
2020-03-26,12.8
2020-03-25,11.65
2020-03-24,11.29
2020-03-23,11.51
2020-03-20,12.05
2020-03-19,11.7
2020-03-18,11.19
2020-03-17,11.69
2020-03-16,11.03
2020-03-13,12.7
2020-03-12,11.58
2020-03-11,13.75
2020-03-10,14.42
2020-03-09,14.67
2020-03-06,15.32
2020-03-05,15.23
2020-03-04,15.31
2020-03-03,14.74
2020-03-02,14.72
2020-02-28,14.54
2020-02-27,14.5
2020-02-26,15.82
2020-02-21,16.25
2020-02-20,16.17
2020-02-19,16.13
2020-02-18,16.18
2020-02-17,16.6
2020-02-14,16.41
2020-02-13,16.27
2020-02-12,16.65
2020-02-11,16.8
2020-02-10,16.73
2020-02-07,16.92
2020-02-06,16.87
2020-02-05,17.25
2020-02-04,17.65
2020-02-03,17.59
2020-01-31,17.85
2020-01-30,18.34
2020-01-29,18.3
2020-01-28,18.8
2020-01-27,18.55
2020-01-24,18.99
2020-01-23,18.65
2020-01-22,19.05
2020-01-21,18.74
2020-01-20,18.8
2020-01-17,18.7
2020-01-16,18.7
2020-01-15,18.76
2020-01-14,19.1
2020-01-13,19.21
2020-01-10,18.89
2020-01-09,18.82
2020-01-08,18.97
2020-01-07,19.06
2020-01-06,19.02
2020-01-03,18.93
2020-01-02,19.2
2019-12-30,18.67
2019-12-27,19.16
2019-12-26,19.22
2019-12-23,18.96
2019-12-20,18.91
2019-12-19,19.17
2019-12-18,19.09
2019-12-17,18.91
2019-12-16,19.08
2019-12-13,19.01
2019-12-12,18.7
2019-12-11,18.45
2019-12-10,18.37
2019-12-09,18.44
2019-12-06,18.45
2019-12-05,18.15
2019-12-04,18.3
2019-12-03,17.87
2019-12-02,17.97
2019-11-29,18.05
2019-11-28,18.01
2019-11-27,17.96
2019-11-26,18.03
2019-11-25,18.2
2019-11-22,18.19
2019-11-21,18.07
2019-11-19,17.67
2019-11-18,17.56
2019-11-14,17.45
2019-11-13,17.37
2019-11-12,17.37
2019-11-11,17.54
2019-11-08,17.3
2019-11-07,17.56
2019-11-06,17.52
2019-11-05,17.71
2019-11-04,17.57
2019-11-01,17.33
2019-10-31,17.38
2019-10-30,17.56
2019-10-29,17.58
2019-10-28,17.54
2019-10-25,17.6
2019-10-24,19.19
2019-10-23,18.68
2019-10-22,18.77
2019-10-21,18.99
2019-10-18,18.67
2019-10-17,18.77
2019-10-16,18.89
2019-10-15,18.89
2019-10-14,18.72
2019-10-11,18.58
2019-10-10,18.42
2019-10-09,18.67
2019-10-08,18.6
2019-10-07,18.87
2019-10-04,19.21
2019-10-03,18.58
2019-10-02,18.86
2019-10-01,19.31
2019-09-30,19.25
2019-09-27,19.45
2019-09-26,19.53
2019-09-25,19.6
2019-09-24,19.35
2019-09-23,19.41
2019-09-20,19.39
2019-09-19,19.35
2019-09-18,19.26
2019-09-17,19.43
2019-09-16,19.15
2019-09-13,19.1
2019-09-12,19.37
2019-09-11,18.91
2019-09-10,18.82
2019-09-09,18.87
2019-09-06,18.72
2019-09-05,18.69
2019-09-04,18.8
2019-09-03,18.52
2019-09-02,18.38
2019-08-30,18.72
2019-08-29,18.55
2019-08-28,18.15
2019-08-27,18.17
2019-08-26,18.09
2019-08-23,18.33
2019-08-22,18.47
2019-08-21,18.8
2019-08-20,18.94
2019-08-19,19.11
2019-08-16,18.9
2019-08-15,18.78
2019-08-14,19.01
2019-08-13,19.38
2019-08-12,19.48
2019-08-09,20.07
2019-08-08,20.17
2019-08-07,20.63
2019-08-06,20.48
2019-08-05,20.16
2019-08-02,20.49
2019-08-01,20.42
2019-07-31,20.13
2019-07-30,20.34
2019-07-29,20.5
2019-07-26,19.8
2019-07-25,19.49
2019-07-24,17.96
2019-07-23,18.03
2019-07-22,17.99
2019-07-19,18.09
2019-07-18,18.25
2019-07-17,17.99
2019-07-16,18.1
2019-07-15,18.25
2019-07-12,18.2
2019-07-11,18.69
2019-07-10,19.02
2019-07-08,18.94
2019-07-05,19.0
2019-07-04,19.0
2019-07-03,18.87
2019-07-02,18.13
2019-07-01,17.81
2019-06-28,17.89
2019-06-27,18.05
2019-06-26,18.1
2019-06-25,18.17
2019-06-24,18.3
2019-06-21,18.45
2019-06-19,18.2
2019-06-18,18.05
2019-06-17,17.8
2019-06-14,17.64
2019-06-13,17.85
2019-06-12,17.68
2019-06-11,17.72
2019-06-10,17.65
2019-06-07,17.61
2019-06-06,17.64
2019-06-05,17.41
2019-06-04,17.35
2019-06-03,17.42
2019-05-31,17.55
2019-05-30,17.43
2019-05-29,17.26
2019-05-28,17.31
2019-05-27,17.22
2019-05-24,17.06
2019-05-23,17.21
2019-05-22,17.21
2019-05-21,17.09
2019-05-20,16.49
2019-05-17,16.49
2019-05-16,16.64
2019-05-15,16.61
2019-05-14,16.94
2019-05-13,17.01
2019-05-10,17.3
2019-05-09,17.49
2019-05-08,17.92
2019-05-07,17.65
2019-05-06,18.06
2019-05-03,17.92
2019-05-02,17.95
2019-04-30,18.47
2019-04-29,18.35
2019-04-26,18.29
2019-04-25,18.31
2019-04-24,17.72
2019-04-23,17.67
2019-04-22,17.5
2019-04-18,17.08
2019-04-17,17.05
2019-04-16,17.53
2019-04-15,17.42
2019-04-12,17.06
2019-04-11,17.25
2019-04-10,17.55
2019-04-09,17.69
2019-04-08,17.35
2019-04-05,17.44
2019-04-04,17.32
2019-04-03,16.84
2019-04-02,16.77
2019-04-01,16.82
2019-03-29,16.83
2019-03-28,16.75
2019-03-27,16.54
2019-03-26,16.99
2019-03-25,16.52
2019-03-22,16.72
2019-03-21,16.98
2019-03-20,17.0
2019-03-19,17.19
2019-03-18,17.31
2019-03-15,16.76
2019-03-14,16.66
2019-03-13,16.9
2019-03-12,17.0
2019-03-11,17.11
2019-03-08,16.59
2019-03-07,16.69
2019-03-06,16.37
2019-03-01,16.83
2019-02-28,17.23
2019-02-27,18.36
2019-02-26,18.49
2019-02-25,18.39
2019-02-22,18.32
2019-02-21,18.32
2019-02-20,18.15
2019-02-19,18.32
2019-02-18,18.19
2019-02-15,18.49
2019-02-14,18.59
2019-02-13,18.39
2019-02-12,18.67
2019-02-11,18.71
2019-02-08,18.22
2019-02-07,18.75
2019-02-06,18.09
2019-02-05,18.64
2019-02-04,18.45
2019-02-01,18.11
2019-01-31,17.51
2019-01-30,17.97
2019-01-29,17.87
2019-01-28,17.95
2019-01-24,17.16
2019-01-23,17.18
2019-01-22,17.54
2019-01-21,18.0
2019-01-18,18.0
2019-01-17,17.85
2019-01-16,17.8
2019-01-15,17.7
2019-01-14,17.54
2019-01-11,17.29
2019-01-10,16.85
2019-01-09,16.38
2019-01-08,16.15
2019-01-07,16.48
2019-01-04,16.55
2019-01-03,16.33
2019-01-02,16.15
2018-12-28,15.38
2018-12-27,15.1
2018-12-26,15.14
2018-12-21,15.17
2018-12-20,15.21
2018-12-19,15.4
2018-12-18,15.88
2018-12-17,16.1
2018-12-14,16.06
2018-12-13,16.32
2018-12-12,15.95
2018-12-11,15.95
2018-12-10,15.89
2018-12-07,16.11
2018-12-06,16.39
2018-12-05,16.54
2018-12-04,16.65
2018-12-03,16.74
2018-11-30,16.92
2018-11-29,16.64
2018-11-28,16.69
2018-11-27,16.54
2018-11-26,16.15
2018-11-23,16.2
2018-11-22,16.5
2018-11-21,16.38
2018-11-19,16.46
2018-11-16,16.5
2018-11-14,16.03
2018-11-13,15.76
2018-11-12,15.95
2018-11-09,16.08
2018-11-08,15.71
2018-11-07,16.35
2018-11-06,16.64
2018-11-05,16.46
2018-11-01,16.37
2018-10-31,16.34
2018-10-30,16.05
2018-10-29,15.43
2018-10-26,15.19
2018-10-25,15.0
2018-10-24,15.89
2018-10-23,16.63
2018-10-22,16.82
2018-10-19,16.86
2018-10-18,16.65
2018-10-17,17.05
2018-10-16,17.41
2018-10-15,16.93
2018-10-11,16.99
2018-10-10,17.2
2018-10-09,17.48
2018-10-08,18.0
2018-10-05,17.65
2018-10-04,17.87
2018-10-03,18.13
2018-10-02,18.25
2018-10-01,18.43
2018-09-28,18.34
2018-09-27,18.48
2018-09-26,18.7
2018-09-25,18.4
2018-09-24,18.39
2018-09-21,18.85
2018-09-20,18.75
2018-09-19,18.79
2018-09-18,18.79
2018-09-17,18.36
2018-09-14,18.23
2018-09-13,18.33
2018-09-12,18.45
2018-09-11,18.19
2018-09-10,18.29
2018-09-06,18.32
2018-09-05,18.14
2018-09-04,18.01
2018-09-03,18.63
2018-08-31,18.85
2018-08-30,19.0
2018-08-29,19.25
2018-08-28,19.1
2018-08-27,19.13
2018-08-24,19.07
2018-08-23,18.94
2018-08-22,18.9
2018-08-21,18.98
2018-08-20,19.15
2018-08-17,19.18
2018-08-16,19.01
2018-08-15,19.42
2018-08-14,19.41
2018-08-13,19.14
2018-08-10,18.91
2018-08-09,19.27
2018-08-08,19.16
2018-08-07,19.17
2018-08-06,19.3
2018-08-03,19.3
2018-08-02,19.29
2018-08-01,19.45
2018-07-31,19.41
2018-07-30,19.7
2018-07-27,19.81
2018-07-26,19.89
2018-07-25,18.9
2018-07-24,18.97
2018-07-23,18.65
2018-07-20,18.79
2018-07-19,18.88
2018-07-18,18.76
2018-07-17,19.17
2018-07-16,18.95
2018-07-13,18.44
2018-07-12,18.24
2018-07-11,17.91
2018-07-10,18.19
2018-07-06,18.09
2018-07-05,18.4
2018-07-04,18.1
2018-07-03,18.09
2018-07-02,18.14
2018-06-29,17.98
2018-06-28,18.01
2018-06-27,17.95
2018-06-26,18.09
2018-06-25,18.22
2018-06-22,18.16
2018-06-21,18.13
2018-06-20,18.54
2018-06-19,18.8
2018-06-18,18.54
2018-06-15,18.72
2018-06-14,18.93
2018-06-13,18.71
2018-06-12,18.88
2018-06-11,18.99
2018-06-08,18.96
2018-06-07,19.08
2018-06-06,19.53
2018-06-05,19.76
2018-06-04,20.04
2018-06-01,19.94
2018-05-30,19.69
2018-05-29,19.59
2018-05-28,19.76
2018-05-25,20.16
2018-05-24,20.33
2018-05-23,20.05
2018-05-22,20.15
2018-05-21,20.3
2018-05-18,20.63
2018-05-17,21.09
2018-05-16,21.51
2018-05-15,21.46
2018-05-14,21.71
2018-05-11,21.85
2018-05-10,21.8
2018-05-09,21.91
2018-05-08,22.44
2018-05-07,22.34
2018-05-04,22.5
2018-05-03,22.6
2018-05-02,22.67
2018-04-30,23.33
2018-04-27,23.18
2018-04-26,23.31
2018-04-25,23.17
2018-04-24,23.31
2018-04-23,23.45
2018-04-20,23.43
2018-04-19,23.5
2018-04-18,23.35
2018-04-17,23.11
2018-04-16,22.98
2018-04-13,23.26
2018-04-12,23.29
2018-04-11,23.85
2018-04-10,23.8
2018-04-09,23.29
2018-04-06,23.25
2018-04-05,24.03
2018-04-04,24.19
2018-04-03,24.2
2018-04-02,23.85
2018-03-29,24.07
2018-03-28,23.82
2018-03-27,23.84
2018-03-26,24.0
2018-03-23,23.92
2018-03-22,24.01
2018-03-21,23.89
2018-03-20,23.69
2018-03-19,23.79
2018-03-16,23.61
2018-03-15,23.88
2018-03-14,24.27
2018-03-13,23.96
2018-03-12,23.98
2018-03-09,23.44
2018-03-08,23.3
2018-03-07,23.07
2018-03-06,22.77
2018-03-05,22.52
2018-03-02,22.58
2018-03-01,22.34
2018-02-28,22.0
2018-02-27,22.22
2018-02-26,22.15
2018-02-23,21.97
2018-02-22,22.42
2018-02-21,22.4
2018-02-20,22.71
2018-02-19,22.34
2018-02-16,22.43
2018-02-15,22.3
2018-02-14,22.24
2018-02-09,21.49
2018-02-08,21.66
2018-02-07,21.62
2018-02-06,21.62
2018-02-05,21.68
2018-02-02,22.01
2018-02-01,22.23
2018-01-31,21.95
2018-01-30,21.87
2018-01-29,21.84
2018-01-26,21.88
2018-01-24,21.89
2018-01-23,21.9
2018-01-22,21.9
2018-01-19,22.0
2018-01-18,21.92
2018-01-17,22.03
2018-01-16,21.9
2018-01-15,21.82
2018-01-12,21.6
2018-01-11,21.85
2018-01-10,21.6
2018-01-09,21.6
2018-01-08,21.66
2018-01-05,21.7
2018-01-04,21.62
2018-01-03,21.74
2018-01-02,21.69
2017-12-28,21.28
2017-12-27,21.4
2017-12-26,21.25
2017-12-22,21.03
2017-12-21,20.97
2017-12-20,20.7
2017-12-19,20.59
2017-12-18,20.91
2017-12-15,20.9
2017-12-14,20.97
2017-12-13,21.05
2017-12-12,21.5
2017-12-11,21.15
2017-12-08,21.02
2017-12-07,20.72
2017-12-06,20.71
2017-12-05,20.55
2017-12-04,20.58
2017-12-01,20.45
2017-11-30,20.56
2017-11-29,20.56
2017-11-28,20.78
2017-11-27,20.74
2017-11-24,20.62
2017-11-23,20.71
2017-11-22,20.83
2017-11-21,20.81
2017-11-17,20.54
2017-11-16,20.42
2017-11-14,20.2
2017-11-13,20.22
2017-11-10,20.21
2017-11-09,20.22
2017-11-08,20.27
2017-11-07,20.2
2017-11-06,20.54
2017-11-03,20.6
2017-11-01,20.74
2017-10-31,20.9
2017-10-30,20.96
2017-10-27,20.91
2017-10-26,21.04
2017-10-25,21.19
2017-10-24,21.32
2017-10-23,21.3
2017-10-20,21.53
2017-10-19,21.83
2017-10-18,21.78
2017-10-16,21.92
2017-10-13,22.13
2017-10-11,21.63
2017-10-10,21.56
2017-10-09,21.07
2017-10-06,21.07
2017-10-05,21.23
2017-10-04,21.2
2017-10-03,21.42
2017-10-02,20.7
2017-09-29,21.04
2017-09-28,21.06
2017-09-27,21.1
2017-09-26,21.18
2017-09-25,21.5
2017-09-22,21.52
2017-09-21,21.36
2017-09-20,21.48
2017-09-19,21.4
2017-09-18,21.2
2017-09-15,21.46
2017-09-14,21.19
2017-09-13,21.18
2017-09-12,21.01
2017-09-11,20.26
2017-09-08,20.1
2017-09-06,20.13
2017-09-05,19.82
2017-09-04,19.73
2017-09-01,19.76
2017-08-31,19.86
2017-08-30,19.88
2017-08-29,19.9
2017-08-28,19.85
2017-08-25,19.85
2017-08-24,19.8
2017-08-23,19.84
2017-08-22,19.75
2017-08-21,19.74
2017-08-18,19.76
2017-08-17,19.79
2017-08-16,19.81
2017-08-15,19.78
2017-08-14,19.71
2017-08-11,19.52
2017-08-10,19.4
2017-08-09,19.42
2017-08-08,19.39
2017-08-07,19.35
2017-08-04,19.26
2017-08-03,19.26
2017-08-02,19.4
2017-08-01,19.24
2017-07-31,19.15
2017-07-28,19.1
2017-07-27,19.11
2017-07-26,18.83
2017-07-25,18.88
2017-07-24,18.82
2017-07-21,18.81
2017-07-20,18.78
2017-07-19,18.82
2017-07-18,18.75
2017-07-17,18.84
2017-07-14,18.75
2017-07-13,18.68
2017-07-12,18.65
2017-07-11,18.52
2017-07-10,18.31
2017-07-07,18.02
2017-07-06,17.78
2017-07-05,18.22
2017-07-04,18.24
2017-07-03,18.28
2017-06-30,18.31
2017-06-29,18.25
2017-06-28,18.3
2017-06-27,18.29
2017-06-26,18.27
2017-06-23,18.24
2017-06-22,18.2
2017-06-21,18.13
2017-06-20,18.07
2017-06-19,17.87
2017-06-16,17.78
2017-06-14,18.18
2017-06-13,18.39
2017-06-12,18.08
2017-06-09,18.11
2017-06-08,18.53
2017-06-07,18.84
2017-06-06,19.07
2017-06-05,18.91
2017-06-02,18.57
2017-06-01,18.55
2017-05-31,18.71
2017-05-30,18.79
2017-05-29,18.88
2017-05-26,19.03
2017-05-25,18.92
2017-05-24,18.86
2017-05-23,18.89
2017-05-22,18.57
2017-05-19,18.62
2017-05-18,18.8
2017-05-17,19.64
2017-05-16,19.82
2017-05-15,19.74
2017-05-12,19.69
2017-05-11,19.53
2017-05-10,19.19
2017-05-09,18.95
2017-05-08,18.89
2017-05-05,18.9
2017-05-04,19.03
2017-05-03,18.56
2017-05-02,18.57
2017-04-28,18.26
2017-04-27,18.2
2017-04-26,18.21
2017-04-25,18.32
2017-04-24,18.03
2017-04-20,17.98
2017-04-19,18.1
2017-04-18,18.16
2017-04-17,18.06
2017-04-13,17.76
2017-04-12,17.67
2017-04-11,17.62
2017-04-10,18.0
2017-04-07,18.05
2017-04-06,17.98
2017-04-05,17.88
2017-04-04,18.11
2017-04-03,18.0
2017-03-31,18.24
2017-03-30,18.27
2017-03-29,18.18
2017-03-28,17.94
2017-03-27,17.79
2017-03-24,17.63
2017-03-23,17.44
2017-03-22,17.31
2017-03-21,17.42
2017-03-20,17.64
2017-03-17,17.21
2017-03-16,17.28
2017-03-15,17.3
2017-03-14,17.1
2017-03-13,17.36
2017-03-10,17.3
2017-03-09,17.3
2017-03-08,17.12
2017-03-07,16.82
2017-03-06,17.25
2017-03-03,17.39
2017-03-02,17.21
2017-03-01,17.91
2017-02-24,17.84
2017-02-23,18.13
2017-02-22,18.28
2017-02-21,18.07
2017-02-20,17.84
2017-02-17,17.9
2017-02-16,17.97
2017-02-15,18.02
2017-02-14,17.38
2017-02-13,17.25
2017-02-10,17.14
2017-02-09,16.89
2017-02-08,16.96
2017-02-07,17.02
2017-02-06,17.07
2017-02-03,17.35
2017-02-02,17.16
2017-02-01,17.32
2017-01-31,17.2
2017-01-30,16.97
2017-01-27,17.32
2017-01-26,17.31
2017-01-24,17.3
2017-01-23,17.34
2017-01-20,17.35
2017-01-19,17.3
2017-01-18,17.26
2017-01-17,17.2
2017-01-16,17.05
2017-01-13,17.11
2017-01-12,16.93
2017-01-11,16.41
2017-01-10,16.34
2017-01-09,16.53
2017-01-06,16.46
2017-01-05,16.6
2017-01-04,16.51
2017-01-03,16.64
2017-01-02,16.31
2016-12-29,16.4
2016-12-28,16.23
2016-12-27,16.11
2016-12-26,16.18
2016-12-23,16.0
2016-12-22,15.82
2016-12-21,16.34
2016-12-20,16.4
2016-12-19,16.3
2016-12-16,16.68
2016-12-15,16.32
2016-12-14,16.16
2016-12-13,16.29
2016-12-12,16.11
2016-12-09,16.64
2016-12-08,16.46
2016-12-07,16.64
2016-12-06,16.75
2016-12-05,16.46
2016-12-02,16.71
2016-12-01,16.63
2016-11-30,17.15
2016-11-29,17.06
2016-11-28,17.55
2016-11-25,17.23
2016-11-24,17.35
2016-11-23,17.64
2016-11-22,17.17
2016-11-21,17.45
2016-11-18,17.32
2016-11-17,17.62
2016-11-16,17.83
2016-11-14,17.3
2016-11-11,17.45
2016-11-10,18.05
2016-11-09,17.93
2016-11-08,18.06
2016-11-07,17.99
2016-11-04,17.72
2016-11-03,17.9
2016-11-01,18.33
2016-10-31,18.83
2016-10-28,19.1
2016-10-27,19.5
2016-10-26,19.54
2016-10-25,19.53
2016-10-24,19.7
2016-10-21,19.75
2016-10-20,19.65
2016-10-19,19.68
2016-10-18,19.65
2016-10-17,19.56
2016-10-14,19.53
2016-10-13,19.23
2016-10-11,19.45
2016-10-10,19.68
2016-10-07,19.65
2016-10-06,19.65
2016-10-05,19.59
2016-10-04,19.54
2016-10-03,19.75
2016-09-30,19.82
2016-09-29,19.72
2016-09-28,19.85
2016-09-27,19.7
2016-09-26,19.62
2016-09-23,19.73
2016-09-22,19.67
2016-09-21,19.46
2016-09-20,19.49
2016-09-19,19.45
2016-09-16,19.43
2016-09-15,19.73
2016-09-14,19.66
2016-09-13,19.42
2016-09-09,19.75
2016-09-08,20.0
2016-09-06,20.0
2016-09-05,19.88
2016-09-02,19.84
2016-09-01,19.67
2016-08-31,19.19
2016-08-30,19.24
2016-08-29,19.24
2016-08-26,19.19
2016-08-25,19.31
2016-08-24,19.58
2016-08-23,19.58
2016-08-22,19.59
2016-08-19,19.85
2016-08-18,19.92
2016-08-17,20.05
2016-08-16,20.0
2016-08-15,19.94
2016-08-12,19.73
2016-08-11,19.5
2016-08-10,19.17
2016-08-09,19.26
2016-08-08,19.25
2016-08-05,19.1
2016-08-04,18.72
2016-08-03,18.64
2016-08-02,18.84
2016-08-01,19.0
2016-07-29,18.8
2016-07-28,19.44
2016-07-27,19.32
2016-07-26,19.35
2016-07-25,19.39
2016-07-22,19.39
2016-07-21,19.2
2016-07-20,19.12
2016-07-19,19.17
2016-07-18,19.06
2016-07-15,18.95
2016-07-14,19.1
2016-07-13,19.1
2016-07-12,19.3
2016-07-11,19.4
2016-07-08,19.4
2016-07-07,19.1
2016-07-06,19.18
2016-07-05,19.29
2016-07-04,19.06
2016-07-01,19.22
2016-06-30,19.05
2016-06-29,19.02
2016-06-28,18.75
2016-06-27,18.71
2016-06-24,18.48
2016-06-23,18.51
2016-06-22,18.32
2016-06-21,18.58
2016-06-20,18.59
2016-06-17,18.61
2016-06-16,18.67
2016-06-15,18.48
2016-06-14,18.57
2016-06-13,18.91
2016-06-10,18.72
2016-06-09,19.16
2016-06-08,19.27
2016-06-07,19.09
2016-06-06,19.42
2016-06-03,19.5
2016-06-02,19.28
2016-06-01,19.34
2016-05-31,19.11
2016-05-30,19.15
2016-05-27,19.3
2016-05-25,18.98
2016-05-24,18.69
2016-05-23,18.44
2016-05-20,18.54
2016-05-19,18.6
2016-05-18,18.4
2016-05-17,18.56
2016-05-16,18.77
2016-05-13,18.76
2016-05-12,19.18
2016-05-11,18.86
2016-05-10,19.09
2016-05-09,18.89
2016-05-06,18.84
2016-05-05,19.14
2016-05-04,19.6
2016-05-03,19.59
2016-05-02,19.51
2016-04-29,19.39
2016-04-28,19.46
2016-04-27,19.36
2016-04-26,19.24
2016-04-25,19.13
2016-04-22,19.16
2016-04-20,19.2
2016-04-19,19.16
2016-04-18,18.96
2016-04-15,18.99
2016-04-14,18.74
2016-04-13,18.39
2016-04-12,18.37
2016-04-11,18.2
2016-04-08,18.57
2016-04-07,18.57
2016-04-06,18.58
2016-04-05,18.79
2016-04-04,18.58
2016-04-01,18.86
2016-03-31,18.82
2016-03-30,19.15
2016-03-29,19.34
2016-03-28,19.3
2016-03-24,19.0
2016-03-23,19.0
2016-03-22,18.74
2016-03-21,18.73
2016-03-18,18.42
2016-03-17,18.73
2016-03-16,18.29
2016-03-15,18.3
2016-03-14,18.04
2016-03-11,18.22
2016-03-10,18.63
2016-03-09,18.65
2016-03-08,19.05
2016-03-07,19.17
2016-03-04,19.11
2016-03-03,18.44
2016-03-02,18.14
2016-03-01,18.25
2016-02-29,17.64
2016-02-26,17.63
2016-02-25,17.71
2016-02-24,18.18
2016-02-23,18.26
2016-02-22,18.59
2016-02-19,18.32
2016-02-18,18.4
2016-02-17,18.26
2016-02-16,17.97
2016-02-15,17.92
2016-02-12,17.92
2016-02-11,17.85
2016-02-10,17.94
2016-02-05,18.14
2016-02-04,18.36
2016-02-03,18.1
2016-02-02,17.98
2016-02-01,18.4
2016-01-29,18.66
2016-01-28,17.89
2016-01-27,17.82
2016-01-26,16.84
2016-01-22,16.85
2016-01-21,16.32
2016-01-20,16.54
2016-01-19,16.75
2016-01-18,16.24
2016-01-15,16.59
2016-01-14,16.85
2016-01-13,16.83
2016-01-12,16.98
2016-01-11,16.8
2016-01-08,17.07
2016-01-07,16.85
2016-01-06,17.31
2016-01-05,17.48
2016-01-04,17.21
2015-12-30,17.85
2015-12-29,18.2
2015-12-28,18.14
2015-12-23,18.2
2015-12-22,17.95
2015-12-21,18.0
2015-12-18,17.8
2015-12-17,18.15
2015-12-16,18.14
2015-12-15,17.85
2015-12-14,18.05
2015-12-11,18.28
2015-12-10,18.3
2015-12-09,18.48
2015-12-08,18.14
2015-12-07,18.6
2015-12-04,18.54
2015-12-03,18.75
2015-12-02,18.44
2015-12-01,18.73
2015-11-30,18.64
2015-11-27,18.57
2015-11-26,18.81
2015-11-25,18.6
2015-11-24,18.94
2015-11-23,19.06
2015-11-19,19.35
2015-11-18,19.17
2015-11-17,19.12
2015-11-16,19.05
2015-11-13,19.1
2015-11-12,18.89
2015-11-11,19.06
2015-11-10,18.65
2015-11-09,18.7
2015-11-06,18.97
2015-11-05,19.46
2015-11-04,19.6
2015-11-03,19.6
2015-10-30,19.09
2015-10-29,19.0
2015-10-28,19.43
2015-10-27,19.81
2015-10-26,19.68
2015-10-23,19.77
2015-10-22,19.66
2015-10-21,19.7
2015-10-20,19.58
2015-10-19,19.47
2015-10-16,19.29
2015-10-15,19.11
2015-10-14,18.4
2015-10-13,18.7
2015-10-09,19.79
2015-10-08,19.68
2015-10-07,20.0
2015-10-06,19.89
2015-10-05,20.35
2015-10-02,20.06
2015-10-01,19.7
2015-09-30,19.42
2015-09-29,19.36
2015-09-28,19.28
2015-09-25,19.3
2015-09-24,19.12
2015-09-23,19.17
2015-09-22,19.4
2015-09-21,19.33
2015-09-18,19.47
2015-09-17,19.49
2015-09-16,19.45
2015-09-15,19.06
2015-09-14,18.86
2015-09-11,18.86
2015-09-10,19.17
2015-09-09,19.21
2015-09-08,19.61
2015-09-04,19.85
2015-09-03,19.63
2015-09-02,19.14
2015-09-01,18.71
2015-08-31,19.09
2015-08-28,19.2
2015-08-27,19.1
2015-08-26,18.85
2015-08-25,18.4
2015-08-24,17.96
2015-08-21,18.13
2015-08-20,18.43
2015-08-19,18.2
2015-08-18,18.78
2015-08-17,18.55
2015-08-14,18.61
2015-08-13,18.75
2015-08-12,18.84
2015-08-11,19.55
2015-08-10,19.57
2015-08-07,19.52
2015-08-06,19.86
2015-08-05,19.95
2015-08-04,19.73
2015-08-03,19.53
2015-07-31,19.46
2015-07-30,18.91
2015-07-29,18.75
2015-07-28,18.79
2015-07-27,18.73
2015-07-24,19.04
2015-07-23,19.29
2015-07-22,19.5
2015-07-21,19.6
